review,rating,date,bank,source,sentiment_label,sentiment_score
excellent.,5,2025-05-27 20:23:06,Chase,Google Play Store,POSITIVE,0.9998406171798706
Chase!!! My Bank Where you must place your trust because it care about your needs,5,2025-05-27 15:53:19,Chase,Google Play Store,POSITIVE,0.9367292523384094
awesome,5,2025-05-27 15:12:29,Chase,Google Play Store,POSITIVE,0.9998682737350464
Great!!,5,2025-05-27 13:30:48,Chase,Google Play Store,POSITIVE,0.9998732805252075
very clear easy to read pages,5,2025-05-27 12:44:23,Chase,Google Play Store,POSITIVE,0.9997788071632385
Manage your Chase bank account easily and accurately,5,2025-05-27 10:37:09,Chase,Google Play Store,POSITIVE,0.9995402097702026
Great,5,2025-05-27 10:17:36,Chase,Google Play Store,POSITIVE,0.9998630285263062
This app is easy to use and provides the opportunity to receive notifications that you choose.,5,2025-05-27 09:57:58,Chase,Google Play Store,POSITIVE,0.9980571866035461
this card helps greatly when needed. i love how easily it is to manage online.,5,2025-05-27 08:25:53,Chase,Google Play Store,POSITIVE,0.9998056292533875
app is not loading to allow signing options correctly!,1,2025-05-27 08:02:00,Chase,Google Play Store,NEGATIVE,0.9991294741630554
Good Work $$$,5,2025-05-27 04:26:09,Chase,Google Play Store,POSITIVE,0.9997636675834656
great jod,4,2025-05-27 03:14:55,Chase,Google Play Store,POSITIVE,0.999833345413208
"Please add 'Material Design' app theme support. Google introduced this years ago, there's no excuse for a bank as large as Chase to not support app themes.",5,2025-05-27 03:08:27,Chase,Google Play Store,NEGATIVE,0.9987335801124573
very good,4,2025-05-26 17:24:40,Chase,Google Play Store,POSITIVE,0.9998520612716675
great tool,5,2025-05-26 15:43:36,Chase,Google Play Store,POSITIVE,0.9998475313186646
app is good but the interest rate is terrible,1,2025-05-26 15:01:15,Chase,Google Play Store,NEGATIVE,0.994120180606842
cash back is KING!!,5,2025-05-26 14:18:53,Chase,Google Play Store,POSITIVE,0.9915144443511963
good,5,2025-05-26 13:20:23,Chase,Google Play Store,POSITIVE,0.9998161196708679
"It's a great app that lets me track spending, credit card and account balances. Their credit score checking system is free and easily accessible. As an app, it's a really great financial tool and doesn't really have any bugs in my experience. Overall satisfied with using the app.",5,2025-05-26 13:11:46,Chase,Google Play Store,POSITIVE,0.9979889392852783
very good,5,2025-05-26 12:59:18,Chase,Google Play Store,POSITIVE,0.9998520612716675
I love it,5,2025-05-26 12:26:59,Chase,Google Play Store,POSITIVE,0.9998799562454224
"It is easy to use. The app isn't changed, throwing you into an unnecessary learning curve.",5,2025-05-26 08:22:29,Chase,Google Play Store,NEGATIVE,0.9906795620918274
"I have banked with Chase since 2010. I've never had a problem that wasn't immediately taken care of by their work team. My account was hacked, and that is a horrifying experience !! each time that happened, the security team was very reassuring and patient. I live in a remote area, and there isn't a branch for about 75 miles. I still bank with Chase because they take good care of my pennies. Always kind and friendly customer service!! Thanks, 🤗Chase!",5,2025-05-26 07:38:34,Chase,Google Play Store,POSITIVE,0.9974756836891174
I love Chase banking. They explain exactly how the process of a returned item is credited back to your account & they accomplish that right away. The online banking is easy to do & there are no problems to file a claim. It's simple & they are always kind & patient. I use my Chase debit card alot so when I have to return a item they simply credit that particular sale item & they take it from there. Simplicity is how they work. It's appreciated & I'm one satisfied customer. Love ❤️ this bank!,5,2025-05-26 06:04:54,Chase,Google Play Store,POSITIVE,0.999744713306427
Your last update disabled my lock unlock card function.... Please fix this.....🤔...,4,2025-05-26 06:03:20,Chase,Google Play Store,NEGATIVE,0.9992172718048096
founded the foundation for success 🙌 ✅️ ✔️ 👍 ✨️ 🙏 🙌,5,2025-05-26 02:00:37,Chase,Google Play Store,POSITIVE,0.9983141422271729
the best credit card in the whole world.,5,2025-05-26 01:45:50,Chase,Google Play Store,POSITIVE,0.9998587369918823
easy to communicate through app. lots of useful functions that do not require walk in in person,5,2025-05-25 20:15:58,Chase,Google Play Store,POSITIVE,0.9982141256332397
Awesome app,5,2025-05-25 18:43:51,Chase,Google Play Store,POSITIVE,0.9998600482940674
why are you charging me interest on top of Monthly payments wich should include interest,1,2025-05-25 18:22:14,Chase,Google Play Store,NEGATIVE,0.996792733669281
awesome 👌,5,2025-05-25 16:36:59,Chase,Google Play Store,POSITIVE,0.9998607635498047
no problem yet with Zelle,4,2025-05-25 16:13:04,Chase,Google Play Store,POSITIVE,0.9933990240097046
"this app won't update, it won't let me unlock my card. right now it sucks",4,2025-05-25 12:27:13,Chase,Google Play Store,NEGATIVE,0.9884998202323914
Good,5,2025-05-25 12:19:30,Chase,Google Play Store,POSITIVE,0.9998161196708679
good,5,2025-05-25 11:04:54,Chase,Google Play Store,POSITIVE,0.9998161196708679
"synonymous problems with chase app, customer service, and financial institution",1,2025-05-25 09:46:03,Chase,Google Play Store,NEGATIVE,0.998178243637085
"Please do not force people logging in to their account from the website to use push notifications on this app as 2FA. sometimes the push notification doesn't go through. Always allow someone to use SMS as a fallback. Even better, let us use authenticator apps like Google's.",1,2025-05-25 09:39:41,Chase,Google Play Store,NEGATIVE,0.9958750605583191
very simple and easy to use,5,2025-05-25 09:20:54,Chase,Google Play Store,POSITIVE,0.9996979236602783
Multiple uses excellent card,5,2025-05-25 09:12:21,Chase,Google Play Store,POSITIVE,0.999618411064148
good,5,2025-05-25 08:13:27,Chase,Google Play Store,POSITIVE,0.9998161196708679
I hate this app already. Two days in and it constantly needs a one time passcode to know if it's really me. I'm close to canceling my card.,1,2025-05-25 07:15:46,Chase,Google Play Store,NEGATIVE,0.9997915625572205
"very user friendly and convenient. Customer service is quick and easy, also.",5,2025-05-25 06:01:58,Chase,Google Play Store,POSITIVE,0.997989296913147
Suddenly I can't lock or unlock the Chase debit card from either the mobile app or the desktop app. This is a few days now! For a bank this size I think it is unusual. What's really going on?,1,2025-05-25 02:33:54,Chase,Google Play Store,NEGATIVE,0.9965477585792542
"they put ads inside their banking app, and sell info. also they refuse to remove or lower cash advance portion of their credit card, and claim that you enter a pin to do a cash advance and then you have surprises that did not require a pin with their mandatory 30% apr for cash advance+10$ my credit isnt bad, if it was bad the credit union wouldnt give me 6% apr. chase is just a bad actor that gives everyone the 20%-26% apr rate on their card and 5% points on travel is now only in app purchases",1,2025-05-25 01:05:08,Chase,Google Play Store,NEGATIVE,0.999396800994873
Terrible experience for foreign travel. I'm not getting fraud alerts when I travel. It's just declining my card intermittently. their documentation all says that you don't need to report travel(and can't self service report travel) because of their magical fraud alerts(which aren't working and none of the 5 people they've transferred me to know how to set up). Instead customer service has now set up travel on my account. Ridiculous,2,2025-05-24 20:07:45,Chase,Google Play Store,NEGATIVE,0.9978718757629395
"Chase banking is the BEST bank I have ever used. Alerts are sent immediately, allowing me to secure my account easily. the app is easy-to-use and navigation fro. o e screen to the next is simple. The customer service is top notch and professional.",5,2025-05-24 15:01:27,Chase,Google Play Store,POSITIVE,0.9985520243644714
good,5,2025-05-24 14:19:59,Chase,Google Play Store,POSITIVE,0.9998161196708679
Been with chase for 20 years,5,2025-05-24 13:34:23,Chase,Google Play Store,POSITIVE,0.9957222938537598
Fairly happy with the Chase app. My only suggestion would be to make it easier to find account statements. Never seems intuitive.,3,2025-05-24 13:33:20,Chase,Google Play Store,POSITIVE,0.6718785166740417
very interesting and easy access,5,2025-05-24 12:58:01,Chase,Google Play Store,POSITIVE,0.9998551607131958
easy to use. Great app.,5,2025-05-24 12:50:13,Chase,Google Play Store,POSITIVE,0.9997879862785339
Excellent service! Solid app UI.,5,2025-05-24 11:25:14,Chase,Google Play Store,POSITIVE,0.9998420476913452
it is ok,5,2025-05-24 11:15:59,Chase,Google Play Store,POSITIVE,0.9998496770858765
"cant log in. says username or password is incorrect, even though I have them written down. tried to change them and put in my info and it just says ""we cannot connect to chase"" it's been weeks now",1,2025-05-24 10:14:07,Chase,Google Play Store,NEGATIVE,0.9996997117996216
"All of a sudden, I'm unable to lock & and unlock my card from the app. I called customer service. They suggested I uninstall the app & reinstall. I did that. still no luck.",3,2025-05-24 09:12:38,Chase,Google Play Store,NEGATIVE,0.9994997978210449
easy to use and very convenient,5,2025-05-24 08:45:58,Chase,Google Play Store,POSITIVE,0.9994778037071228
"05/24/25 - It's been a couple of years since I last reviewed and the app has at least improved enough for me to raise my rating. However, it's still not five star because the latest update now displays a ""not connected to network alert"" when I wouldn't be able to log in with the app if I wasn't connected to a network. I clear the message and everything else functions fine.",4,2025-05-24 07:30:26,Chase,Google Play Store,NEGATIVE,0.9355514645576477
Timely and efficient,5,2025-05-24 07:04:45,Chase,Google Play Store,POSITIVE,0.9998539686203003
Excellent experience 👏,5,2025-05-24 05:02:38,Chase,Google Play Store,POSITIVE,0.9998319149017334
The Best BANK..,5,2025-05-23 22:43:42,Chase,Google Play Store,POSITIVE,0.9998681545257568
good,4,2025-05-23 21:06:52,Chase,Google Play Store,POSITIVE,0.9998161196708679
"App isn't working and there's no way to let them know, you can call the number in the app but they'll say they can't help.",1,2025-05-23 19:48:58,Chase,Google Play Store,NEGATIVE,0.9992372989654541
Low interest rates and easy to use app.,5,2025-05-23 17:11:37,Chase,Google Play Store,NEGATIVE,0.9976486563682556
comes in clutch and is very useful well designed for mobile users,5,2025-05-23 16:43:59,Chase,Google Play Store,POSITIVE,0.9987372756004333
Worst customer service. Tasks requires being repeated and having to call customer service multiple times for the same unresolved issue.,1,2025-05-23 16:34:03,Chase,Google Play Store,NEGATIVE,0.9998036026954651
is it an a certain amount of times you can use the lock and unlock option? everything else work but not that feature. I would give it a 5 but until that is fix then im leaving it at 3. I used it because no matter how many new cards I get someone is always hacked my card and im tired of getting a new debit card. there's no update needed so not sure why it just stop working.,3,2025-05-23 14:45:09,Chase,Google Play Store,NEGATIVE,0.9996539354324341
thk u,5,2025-05-23 10:40:48,Chase,Google Play Store,NEGATIVE,0.8412705063819885
Good!,5,2025-05-23 10:17:23,Chase,Google Play Store,POSITIVE,0.9998268485069275
Inflexible and poor customer service. I find Citibank much more customer focused.,2,2025-05-23 08:43:04,Chase,Google Play Store,NEGATIVE,0.9996490478515625
can't use my card,1,2025-05-23 08:26:05,Chase,Google Play Store,NEGATIVE,0.9969620108604431
"Easy, but I like going into bank to get help",5,2025-05-23 07:58:28,Chase,Google Play Store,NEGATIVE,0.982528567314148
The app works when it wants to. It will say that it does not find my username.,2,2025-05-23 06:36:56,Chase,Google Play Store,NEGATIVE,0.9987201690673828
I never have any problems..,5,2025-05-23 06:16:07,Chase,Google Play Store,POSITIVE,0.9994981288909912
easy money,5,2025-05-23 04:12:12,Chase,Google Play Store,POSITIVE,0.61555415391922
"They got rid of the withdrawals being in red and the deposits being in blue. I have loved that feature of Chase banking online for years and now it's gone. Other than that, no complaints...",3,2025-05-23 04:09:54,Chase,Google Play Store,NEGATIVE,0.993827760219574
works well as long as I've used it,5,2025-05-23 03:08:37,Chase,Google Play Store,POSITIVE,0.9986774325370789
Great but I would have liked to get it sooner.,4,2025-05-23 02:34:19,Chase,Google Play Store,POSITIVE,0.9672096967697144
The app works well for me on the go. Can use as well as the website on PC.,5,2025-05-22 22:07:33,Chase,Google Play Store,POSITIVE,0.9989640712738037
"The application shows promise, however, enhancements to user-friendliness are recommended, specifically addressing page redundancy. Dark mode implementation is also desired.",4,2025-05-22 21:36:12,Chase,Google Play Store,POSITIVE,0.8437113761901855
very good,5,2025-05-22 19:29:21,Chase,Google Play Store,POSITIVE,0.9998520612716675
The Chase app makes it simple and convenient to take care of all my banking needs.,5,2025-05-22 19:15:02,Chase,Google Play Store,POSITIVE,0.9988541603088379
convenient card access by cell phone and vigilant fraud prevention.,5,2025-05-22 19:14:35,Chase,Google Play Store,NEGATIVE,0.7973248958587646
great app super fácil de usar,5,2025-05-22 19:04:20,Chase,Google Play Store,POSITIVE,0.9992462396621704
Simple to understand.,4,2025-05-22 18:23:46,Chase,Google Play Store,POSITIVE,0.9996891021728516
Ads while looking at my past purchases? Are you kidding? I'm dropping this bank.,1,2025-05-22 18:06:23,Chase,Google Play Store,NEGATIVE,0.9996187686920166
wants too much info.,1,2025-05-22 16:35:08,Chase,Google Play Store,NEGATIVE,0.9997157454490662
The site is very user-friendly and easy to navigate. I'm a new client about 8 months so I'm still in my honeymoon phase.,5,2025-05-22 15:40:07,Chase,Google Play Store,POSITIVE,0.9956017732620239
good,5,2025-05-22 13:53:28,Chase,Google Play Store,POSITIVE,0.9998161196708679
"this bank is so corrupt.& greedy btw. if your account is hacked, they will not reimburse. Don't fall for their credit cards! triple interest have a year!! beware !!!",1,2025-05-22 13:27:44,Chase,Google Play Store,NEGATIVE,0.9966350197792053
Great hospitality and expedient problem solving.,5,2025-05-22 11:53:19,Chase,Google Play Store,POSITIVE,0.9998588562011719
Banking on the go. Who could ask for more.,5,2025-05-22 11:08:20,Chase,Google Play Store,NEGATIVE,0.9656211733818054
AWSOME,5,2025-05-22 10:53:11,Chase,Google Play Store,NEGATIVE,0.9940698146820068
"if my family members loses her phone or breaks the phone, they could always use the chase mobile app",5,2025-05-22 10:17:42,Chase,Google Play Store,NEGATIVE,0.9992049336433411
"Never get there credit card, they will reduce your limit without informing you, destroy your credit no matter payment history is 100%, Discover is Best.",1,2025-05-22 08:54:10,Chase,Google Play Store,POSITIVE,0.9919052124023438
so far I've had a good experience,5,2025-05-22 07:21:33,Chase,Google Play Store,POSITIVE,0.9997830986976624
I love chase best bank ever!!!,5,2025-05-22 07:07:15,Chase,Google Play Store,POSITIVE,0.9998058676719666
I don't want any of my information out there,1,2025-05-22 05:41:33,Chase,Google Play Store,NEGATIVE,0.9996964931488037
"it's very , super slow when trying to zelle.",2,2025-05-22 03:14:13,Chase,Google Play Store,NEGATIVE,0.9990911483764648
card issue was sorted quickly,5,2025-05-21 23:01:02,Chase,Google Play Store,NEGATIVE,0.9866722822189331
the app doesn't allow you to open unless you continuously update it. I don't have time to keep updating my phone space so I can access my money.,1,2025-05-21 22:32:19,Chase,Google Play Store,NEGATIVE,0.9994101524353027
too much bs,1,2025-05-21 20:12:42,Chase,Google Play Store,NEGATIVE,0.9992269277572632
excellent service,5,2025-05-21 19:53:24,Chase,Google Play Store,POSITIVE,0.9998576641082764
doesn't work on ule fone,1,2025-05-21 18:05:14,Chase,Google Play Store,NEGATIVE,0.9996383190155029
makes everything convenient and easier.,5,2025-05-21 17:30:48,Chase,Google Play Store,POSITIVE,0.9967377781867981
Love all the benefits and rewards.,5,2025-05-21 17:16:29,Chase,Google Play Store,POSITIVE,0.9998915195465088
love chace,5,2025-05-21 15:44:46,Chase,Google Play Store,POSITIVE,0.9996634721755981
Jp Morgan is a great banking institution. Thank you.,5,2025-05-21 15:40:08,Chase,Google Play Store,POSITIVE,0.9998641014099121
still lots of bugs. limited features in investing part of the app,2,2025-05-21 14:40:28,Chase,Google Play Store,NEGATIVE,0.9974844455718994
does not open on Android 14,1,2025-05-21 13:51:51,Chase,Google Play Store,NEGATIVE,0.9996775388717651
"I'm NEW with Chase and unlike my other two card apps that you can easily make a payment, with this App when you hit card payment it goes to make a payment on other cards. I like paying off my balance before the payment due date, and it seems that this App or Chase doesn't want it's customers to do that 😡 Fix your App.",2,2025-05-21 13:13:09,Chase,Google Play Store,NEGATIVE,0.9954540729522705
"Easy procedure, everything with this account is easy to do business with",5,2025-05-21 11:35:20,Chase,Google Play Store,POSITIVE,0.975679337978363
great app,5,2025-05-21 10:41:07,Chase,Google Play Store,POSITIVE,0.999821126461029
user friendly,5,2025-05-21 09:24:52,Chase,Google Play Store,POSITIVE,0.9775891900062561
good,5,2025-05-21 08:06:11,Chase,Google Play Store,POSITIVE,0.9998161196708679
This is maybe the most useful app I have on my Galaxy a51!!! Can't do without this app!!!!..Also love the Snapshot Questions!!,5,2025-05-21 07:49:48,Chase,Google Play Store,POSITIVE,0.9986199140548706
User friendly and great options!,5,2025-05-21 06:21:55,Chase,Google Play Store,POSITIVE,0.9998577833175659
Best,5,2025-05-21 06:17:49,Chase,Google Play Store,POSITIVE,0.9997941851615906
"Since latest update, constantly getting red banner that says ""you are not connected to a network"" even though I am and can log in and the app works fine otherwise.",3,2025-05-21 05:23:26,Chase,Google Play Store,NEGATIVE,0.9738485813140869
I feel safe using it at all times,5,2025-05-21 05:21:11,Chase,Google Play Store,POSITIVE,0.9989629983901978
app is easy to use,5,2025-05-21 04:36:20,Chase,Google Play Store,POSITIVE,0.9976531863212585
zelle keeps shutting the app down,3,2025-05-20 22:50:27,Chase,Google Play Store,NEGATIVE,0.9991410970687866
super easy to use and very helpful,5,2025-05-20 22:01:06,Chase,Google Play Store,POSITIVE,0.9996058344841003
"best banking app experience so far. While a lot of banking apps are similar these days, chase allows for a lot more benefits and long term credit goals than most. Never stop CHASING the bag!",5,2025-05-20 20:04:37,Chase,Google Play Store,POSITIVE,0.9994810223579407
Very clean and helpful. The only complaint I have is there are a LOT of features that I'm just never going to use. Not gonna knock the score for it because the most important stuff is front and center. It's a bank app; and thankfully it does that well.,5,2025-05-20 20:02:16,Chase,Google Play Store,POSITIVE,0.9810947179794312
"I love it, it's very easy to understan the transaction. :)",5,2025-05-20 16:37:37,Chase,Google Play Store,POSITIVE,0.9997836947441101
Great app,5,2025-05-20 16:29:42,Chase,Google Play Store,POSITIVE,0.999821126461029
Annoying in your face banners. Chill out Chase!,1,2025-05-20 15:13:15,Chase,Google Play Store,NEGATIVE,0.999535083770752
this app is awesome! it was easy to replace my damaged card..and saves alot of time depositing my checks.,5,2025-05-20 15:09:53,Chase,Google Play Store,POSITIVE,0.998072624206543
"Almost every time I try and use the app, it won't let me sign in. Even after I enter my password, have them call me with a code, and then have a picture of my driver's license scanned, it will never confirm I am me. I get the message for me to try again later, only for it to do the same routine. It only let me in when I first started using the app. The app would not let me update any information the few times it granted me access. Not worth the aggravation to use.",1,2025-05-20 15:04:55,Chase,Google Play Store,NEGATIVE,0.999367892742157
fingerprint scanner is not working.,1,2025-05-20 15:01:33,Chase,Google Play Store,NEGATIVE,0.9997805953025818
nice,5,2025-05-20 13:40:27,Chase,Google Play Store,POSITIVE,0.9998552799224854
love it they are so kind and helpful,5,2025-05-20 12:30:43,Chase,Google Play Store,POSITIVE,0.9998725652694702
Great bank! Been pleased with it. ❤️,5,2025-05-20 10:28:37,Chase,Google Play Store,POSITIVE,0.9997971653938293
Great,2,2025-05-20 10:19:01,Chase,Google Play Store,POSITIVE,0.9998630285263062
Love it,5,2025-05-20 10:04:35,Chase,Google Play Store,POSITIVE,0.9998753070831299
功能很好！Usefully!🪖🌐🔗🍚🇹🇼🇺🇸🇭🇰🇸🇬🖇️🦅🦅🦅🦅,4,2025-05-20 09:32:13,Chase,Google Play Store,POSITIVE,0.9917547702789307
"Where is my refund?! Chase representatives keep telling me different things, my refund is in an email that may or may not actually come from chase, or it's been mailed as a check that never showed up. I asked that it simply be applied to my balance but instead I am told I have to keep waiting for a check supposedly mailed more than a month ago. Chase, you're acting like a scammer. Please help!",1,2025-05-20 09:03:17,Chase,Google Play Store,NEGATIVE,0.9995927214622498
good,5,2025-05-20 08:24:55,Chase,Google Play Store,POSITIVE,0.9998161196708679
love it,5,2025-05-20 01:11:04,Chase,Google Play Store,POSITIVE,0.9998753070831299
"The hardest app I've ever used... if you need Zelle, go somewhere else. doesn't show the whole account number and if your kid lost a card and your trying to replace it, it only shows last 4 of the card number. how do I know the last 4 of a lost card??? I have 3 kids on here. I have to call my wife back home to check the other kids cards so I can do process of elimination. this is so overwhelming annoying and ridiculous. I wish I could give your app a worse rating.",1,2025-05-19 19:25:49,Chase,Google Play Store,NEGATIVE,0.9996670484542847
"terrible,they lock your account,have you update & load your phone number & Contact information,lock your account for Supposed Fake suspicious activity,an then wont unlock Said Account because they claim they are unable to verify you because the System wont allow a Call to your phone number in there system,which failed to Properly Store the Entered account Info, After giving you Electronic phone and Email Verification,On the Same Phone Number,they claim that their System doesn't recognize.",1,2025-05-19 19:00:30,Chase,Google Play Store,NEGATIVE,0.9990549683570862
"Overall good, but sometimes things are too hard to find.",3,2025-05-19 18:29:46,Chase,Google Play Store,NEGATIVE,0.9932239055633545
Love chase,5,2025-05-19 17:53:19,Chase,Google Play Store,POSITIVE,0.99983811378479
Great,5,2025-05-19 17:17:33,Chase,Google Play Store,POSITIVE,0.9998630285263062
I work overseas and every time I try to use the card it declines. so I have stopped using it for travel.,2,2025-05-19 17:02:48,Chase,Google Play Store,NEGATIVE,0.999494194984436
"really great at protecting your account, please call them or visit office RIGHT AWAY if unauthorized purchases are found.",4,2025-05-19 16:34:06,Chase,Google Play Store,POSITIVE,0.9943374991416931
employee decided to do the tip without my consent,1,2025-05-19 15:02:26,Chase,Google Play Store,NEGATIVE,0.995275616645813
could not put in username musvideos4,4,2025-05-19 12:37:44,Chase,Google Play Store,NEGATIVE,0.9975553154945374
"I love Chase online banking. it's an easy app. Everything is self-explanatory, also it is convenient",5,2025-05-19 12:32:46,Chase,Google Play Store,POSITIVE,0.9973821043968201
I locked my cards and payment still go through..they need to fix that bug,3,2025-05-19 10:56:27,Chase,Google Play Store,NEGATIVE,0.9983516931533813
so hard to navigate this app i can bever find my account and routing numbers,3,2025-05-19 10:29:17,Chase,Google Play Store,NEGATIVE,0.9993066787719727
the think I have enjoyed most is the reliability. no issues ever and it always works when I need it to.,5,2025-05-19 07:06:12,Chase,Google Play Store,POSITIVE,0.9994171857833862
"don't ever get a credit card through chase, unless you don't mind paying over three times the amount of the purchases you make due to incredibly high interest rates that they fail to inform you about on the app!! the interest rate I pay is over 35%...just find a better card because you'll never be able to pay this one off!!",2,2025-05-19 07:00:50,Chase,Google Play Store,NEGATIVE,0.9989796280860901
I cant get it in my phone dont know why,1,2025-05-19 05:33:46,Chase,Google Play Store,NEGATIVE,0.9986891150474548
"Unable to log in. It required password, text contact, biometric registration, and scanning one's driver's license, which is ridiculous since that's more than you'd need to launch a nuclear missile. It won't scan my driver's license after carefully composing the picture as requested, holding the phone as still as a sniper, and adjusting lighting for glare. I wasted nearly an hour trying to log in, then gave up. At this point I'd rather cancel my Chase account than jump through any more hoops.",1,2025-05-19 01:17:04,Chase,Google Play Store,NEGATIVE,0.999566376209259
support is always right 👍👍👍👍👍👍,5,2025-05-18 23:42:41,Chase,Google Play Store,POSITIVE,0.9998359680175781
thank you for all your help,5,2025-05-18 15:23:10,Chase,Google Play Store,POSITIVE,0.999832034111023
"Overall a fantastic app, everything is simple and convenient. Lots of info to browse, security options, and ways to setup notifications. Love it.",5,2025-05-18 14:49:17,Chase,Google Play Store,POSITIVE,0.9998703002929688
"This is from 2025, I love the app. It is clearly customer-focused and offers a stress-free and rewarding experience. I've not had to contact customer support when I need to resolve any concern. I'm so happy Chase chooses to provide a customer-first experience.",5,2025-05-18 12:26:22,Chase,Google Play Store,POSITIVE,0.9998112320899963
"The ID verification sucks, EVERY single verification app that is used will not read a barcode on a Florida license. It is very frustrating, this is a major reason why I lose access to accounts. Makes me want to close my chase account.",1,2025-05-18 10:52:39,Chase,Google Play Store,NEGATIVE,0.9997203946113586
"Easy to use. Accurate, quick & handy.",5,2025-05-18 10:50:56,Chase,Google Play Store,POSITIVE,0.9996108412742615
Check scanning no longer working correctly. Asks to scan both sides twice and gives an error message.,3,2025-05-18 10:46:19,Chase,Google Play Store,NEGATIVE,0.9997181296348572
Erroneously thinks I am not connected to a network very frequently.,3,2025-05-18 10:41:50,Chase,Google Play Store,NEGATIVE,0.9996758699417114
Nice banking system,5,2025-05-18 10:21:26,Chase,Google Play Store,POSITIVE,0.9998314380645752
I trust this bank,5,2025-05-18 07:41:30,Chase,Google Play Store,POSITIVE,0.9996515512466431
Great job no,5,2025-05-18 03:27:03,Chase,Google Play Store,POSITIVE,0.9941617846488953
love for you,5,2025-05-18 01:36:53,Chase,Google Play Store,POSITIVE,0.9998459815979004
nice,5,2025-05-18 01:11:10,Chase,Google Play Store,POSITIVE,0.9998552799224854
Stupid bank. For multiple reasons. I will just say that every time you want to send zelle transfer you need to get text message code and also scan id. Every time! Just move to other banks,1,2025-05-18 00:29:34,Chase,Google Play Store,NEGATIVE,0.9993062019348145
"not user friendly. gotta keep those fees rolling in. you should invest in a great AI, there are many to choose from. customers could speak in plain language and be replied to same way. ""I started a transfer from my checking account to Robinhood service app from within their app. They say ""go to Chase and approve the transfer."" except it's nowhere to be found, your app AI ""can't quite get what you say."" An hour or more later, with the help of the FANTASTIC Google AI, I have checked EVERYTHING. NI",1,2025-05-17 22:17:00,Chase,Google Play Store,NEGATIVE,0.9978489875793457
very easy to bank with,5,2025-05-17 17:58:26,Chase,Google Play Store,POSITIVE,0.9989351630210876
When will you have a version compatible with the Pixel tablet? I've been waiting for almost 2 years!,2,2025-05-17 14:38:08,Chase,Google Play Store,NEGATIVE,0.9991543292999268
easy to use thanks 😊,4,2025-05-17 14:31:10,Chase,Google Play Store,POSITIVE,0.9975106716156006
dont change,1,2025-05-17 11:35:00,Chase,Google Play Store,NEGATIVE,0.9868310689926147
they keep asking me to change my password.,1,2025-05-17 10:36:58,Chase,Google Play Store,NEGATIVE,0.9979140162467957
Still no dark theme support. It's only been a few years...,1,2025-05-17 08:58:32,Chase,Google Play Store,NEGATIVE,0.9882662892341614
convenient and easy to use,5,2025-05-17 08:54:23,Chase,Google Play Store,POSITIVE,0.9996602535247803
very easy an secure,5,2025-05-17 08:30:20,Chase,Google Play Store,POSITIVE,0.9988935589790344
+ Great bank to deal with..easy app to navigate..being a veteran- they give free checking with no stipulations..,5,2025-05-17 05:08:35,Chase,Google Play Store,NEGATIVE,0.7788991332054138
great,5,2025-05-16 17:58:18,Chase,Google Play Store,POSITIVE,0.9998630285263062
good bank. Awesome Assistant Manager at my Wells Fargo.,4,2025-06-05 11:48:02,Wells Fargo,Google Play Store,POSITIVE,0.9998611211776733
wow... first try! So I'm not completely useless in the internet age. Kool,5,2025-06-05 11:43:47,Wells Fargo,Google Play Store,POSITIVE,0.9911414384841919
"Seems too good to be true, love it!",5,2025-06-05 11:29:16,Wells Fargo,Google Play Store,POSITIVE,0.999874472618103
"I have banked with Wells Fargo for over 20 years and have always found them to be beyond helpful with any problems that have arisen. Their employees are pleasant, cordial, and extremely helpful when I've used the bank offices.",5,2025-06-05 11:08:22,Wells Fargo,Google Play Store,POSITIVE,0.9986509680747986
great service,5,2025-06-05 10:03:55,Wells Fargo,Google Play Store,POSITIVE,0.9998434782028198
know understanding,1,2025-06-05 09:24:27,Wells Fargo,Google Play Store,POSITIVE,0.9995819926261902
this institution is very dishonest. they will close your account without notice and when you do contact them it's all correspondence through security email and they just simply say they have the right to close your account without any reason. be very skeptical of this company. they are also not accredited by the BBB.,1,2025-06-05 08:50:33,Wells Fargo,Google Play Store,NEGATIVE,0.9996799230575562
Works pretty gd n easy! luv it!,5,2025-06-05 07:43:30,Wells Fargo,Google Play Store,POSITIVE,0.9983555674552917
very good,5,2025-06-05 07:24:54,Wells Fargo,Google Play Store,POSITIVE,0.9998520612716675
Wells Fargo has been my bank for many years 👍,4,2025-06-05 07:20:48,Wells Fargo,Google Play Store,POSITIVE,0.814920961856842
easy and reliable,5,2025-06-05 06:38:08,Wells Fargo,Google Play Store,POSITIVE,0.9998584985733032
muy bueno,5,2025-06-05 05:59:46,Wells Fargo,Google Play Store,NEGATIVE,0.8624677658081055
great app,5,2025-06-05 05:26:08,Wells Fargo,Google Play Store,POSITIVE,0.999821126461029
the convenienceb is immeasurable!!,5,2025-06-04 23:09:04,Wells Fargo,Google Play Store,POSITIVE,0.9990918636322021
"I absolutely love that my bank (Wells Fargo) uses Zelle so I can send money to anyone, anytime, 24° a day, seven days a week! Thanks, Wells Fargo. 😊",5,2025-06-04 19:47:10,Wells Fargo,Google Play Store,POSITIVE,0.9998024106025696
"Their app makes things really easy, with Zelle, transferring, and mobile deposits.",5,2025-06-04 18:57:03,Wells Fargo,Google Play Store,POSITIVE,0.9975497126579285
